移    动,#genre#
求索科学,http://117.148.187.13/PLTV/88888888/224/3221226608/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226608/index.m3u8#http://112.17.40.200/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228975/01.m3u8?fmt=ts2hls#http://39.134.65.162/PLTV/88888888/224/3221225728/index.m3u8
求索记录,http://117.148.187.13/PLTV/88888888/224/3221226610/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226610/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228972/01.m3u8?fmt=ts2hls#http://39.134.65.162/PLTV/88888888/224/3221225713/index.m3u8
求索动物,http://117.148.187.13/PLTV/88888888/224/3221226695/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226695/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228980/01.m3u8?fmt=ts2hls#http://39.134.65.162/PLTV/88888888/224/3221225730/index.m3u8
求索生活,http://117.148.187.13/PLTV/88888888/224/3221226606/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226606/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228983/01.m3u8?fmt=ts2hls#http://39.134.65.162/PLTV/88888888/224/3221225715/index.m3u8
时尚旅游,http://117.148.187.13/PLTV/88888888/224/3221226360/index.m3u8
NewTV超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226127/1.m3u8
NewTV超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226158/1.m3u8
NewTV超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226133/1.m3u8
NewTV超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225864/1.m3u8
NewTV金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8#http://otttv.bj.chinamobile.com/PLTV/8888888/224/3221225920/1.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229002/index.m3u8
NewTV炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229155/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226248/1.m3u8
NewTV东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226753/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229011/index.m3u8
NewTV家庭剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225918/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225538/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226642/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229007/index.m3u8
NewTV明星大片,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225929/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225550/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229005/index.m3u8
NewTV爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225533/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226501/index.m3u8#http://111.20.41.248/PLTV/88888888/224/3221226082/index.m3u8#http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226322/1.m3u8
NewTV动作电影,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225915/1.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225555/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226753/index.m3u8#http://183.251.61.207/PLTV/88888888/224/3221225879/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229034/index.m3u8
NewTV海外剧场,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226325/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226507/index.m3u8##http://183.251.61.207/PLTV/88888888/224/3221225881/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229062/index.m3u8
NewTV精品大剧,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226331/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225536/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226392/index.m3u8#http://111.20.41.248/PLTV/88888888/224/3221226068/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229017/index.m3u8
NewTV军事评论,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225535/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226396/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229008/index.m3u8
NewTV军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225560/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226682/index.m3u8#http://111.20.41.248/PLTV/88888888/224/3221226084/index.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229004/index.m3u8
NewTV精品记录,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226332/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225545/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226763/index.m3u8
NewTV惊悚悬疑,http://ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221225921/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8#http://112.17.40.140/PLTV/88888888/224/3221226656/index.m3u8
Newtv精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8#http://111.20.41.248/PLTV/88888888/224/3221225860/index.m3u8
NewTV农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225552/index.m3u8
NewTV搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
黑莓电影,http://[2409:8087:3400:20:1000::137]/ott.fj.chinamobile.com/PLTV/88888888/224/3221225891/1.m3u8#http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229010/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225744/index.m3u8
DOXTV,http://39.135.19.139:18890/PLTV/88888888/224/3221226048/1/index.m3u8?fmt=ts2hls
G+经典剧场,http://39.135.19.139:18890/PLTV/88888888/224/3221225782/1/index.m3u8?fmt=ts2hls
G+都市剧场,http://39.135.19.139:18890/PLTV/88888888/224/3221225783/1/index.m3u8?fmt=ts2hls
G+谍战剧场,http://39.135.19.139:18890/PLTV/88888888/224/3221225784/1/index.m3u8?fmt=ts2hls
G+海外佳片,http://39.135.19.139:18890/PLTV/88888888/224/3221225786/1/index.m3u8?fmt=ts2hls
G+华语影院,http://39.135.19.139:18890/PLTV/88888888/224/3221225787/1/index.m3u8?fmt=ts2hls
G+热门综艺,http://39.135.19.139:18890/PLTV/88888888/224/3221226004/2/index.m3u8?fmt=ts2hls
G+TV,http://39.135.19.139:18890/PLTV/88888888/224/3221226007/1/index.m3u8?fmt=ts2hls
G+TV1,http://39.135.19.139:18890/PLTV/88888888/224/3221226010/1/index.m3u8?fmt=ts2hls
G+TV2,http://39.135.19.139:18890/PLTV/88888888/224/3221226033/1/index.m3u8?fmt=ts2hls
G+TV3,http://39.135.19.139:18890/PLTV/88888888/224/3221226013/1/index.m3u8?fmt=ts2hls
G+TV4,http://39.135.19.139:18890/PLTV/88888888/224/3221226014/1/index.m3u8?fmt=ts2hls
G+TV5,http://39.135.19.139:18890/PLTV/88888888/224/3221226016/1/index.m3u8?fmt=ts2hls
G+TV6,http://39.135.19.139:18890/PLTV/88888888/224/3221226017/1/index.m3u8?fmt=ts2hls
G+TV4K,http://39.135.19.139:18890/PLTV/88888888/224/3221226019/1/index.m3u8?fmt=ts2hls
G+TV7,http://39.135.19.139:18890/PLTV/88888888/224/3221226020/1/index.m3u8?fmt=ts2hls
G+TV8,http://39.135.19.139:18890/PLTV/88888888/224/3221226036/1/index.m3u8?fmt=ts2hls
G+TV9,http://39.135.19.139:18890/PLTV/88888888/224/3221226039/1/index.m3u8?fmt=ts2hls
G+TV10,http://39.135.19.139:18890/PLTV/88888888/224/3221226042/1/index.m3u8?fmt=ts2hls
G+TV11,http://39.135.19.139:18890/PLTV/88888888/224/3221226045/1/index.m3u8?fmt=ts2hls
4K音乐现场,http://jxgz.jilu8.cn/PLTV/88888888/224/3221225978/2/index.m3u8?fmt=ts2hls
高清HD大众影视,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8#http://39.134.59.91/PLTV/88888888/224/3221226474/index.m3u8#http://39.134.52.206/wh7f454c46tw2522585283_-1736190513/hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226752/index.m3u8?icpid=88888890&amp;RTS=1575014274&amp;from=1&amp;ocs=2_39.134.52.206_80&amp;hms_devid=835&amp;vqe=3
高清HD家庭剧场,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226740/index.m3u8#http://39.134.59.91/PLTV/88888888/224/3221226457/index.m3u8
高清HD家庭影院,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226723/index.m3u8#http://39.134.59.91/PLTV/88888888/224/3221226482/index.m3u8
高清HD卡通剧场,http://hwottcdn.ln.chinamobile.com/PLTV/88888890/224/3221226717/index.m3u8#http://39.134.59.91/PLTV/88888888/224/3221226484/index.m3u8
欧美影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228384/42613784.smil/index.m3u8?fmt=ts2hls
亚洲影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228365/42613673.smil/index.m3u8?fmt=ts2hls
探索纪实,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228366/42330389.smil/index.m3u8?fmt=ts2hls
精品剧场,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228360/42330404.smil/index.m3u8?fmt=ts2hls
风尚音乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228344/42330393.smil/index.m3u8?fmt=ts2hls
Y+影院,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229999/index.m3u8?fmt=ts2hls
爱奇谈,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
爱玩具,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
爱电竞,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
爱体育,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
爱赛车,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
爱世界,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
爱怀旧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
爱旅行,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
爱江湖,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
爱浪漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/index.m3u8?fmt=ts2hls
爱院线,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/index.m3u8?fmt=ts2hls
爱喜剧,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/index.m3u8?fmt=ts2hls
爱科幻,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/index.m3u8?fmt=ts2hls
爱娱乐,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
爱幼教,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
爱军武,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
爱解密,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
爱谍战,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
爱猎奇,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
爱悬疑,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
爱历史,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
爱经典,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230101/index.m3u8
爱体育,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230103/index.m3u8
爱都市,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
爱科学,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
爱时尚,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
爱探索,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
爱美食,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
爱家庭,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
爱青春,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
爱动漫,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
高清节目1,http://39.135.19.139:18890/PLTV/88888888/224/3221225782/2/index.m3u8?fmt=ts2hls
高清节目2,http://39.135.19.139:18890/PLTV/88888888/224/3221225783/2/index.m3u8?fmt=ts2hls
高清节目3,http://39.135.19.139:18890/PLTV/88888888/224/3221225784/2/index.m3u8?fmt=ts2hls
高清节目4,http://39.135.19.139:18890/PLTV/88888888/224/3221225785/2/index.m3u8?fmt=ts2hls
高清节目6,http://39.135.33.167/PLTV/88888888/224/3221225878/index.m3u8
高清节目7,http://39.135.33.167/PLTV/88888888/224/3221225884/index.m3u8
高清节目8,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226708/1.m3u8
高清节目9,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225893/1.m3u8?icpid=88888888&from=99&ocs=2_2409:8087:3400:20:1000::146_80&popid=99&hms_devid=523&prioritypopid=99&vqe=3
高清节目10,http://112.50.243.8/PLTV/88888888/224/3221226692/1.m3u8
高清节目11,http://112.50.243.8/PLTV/88888888/224/3221226708/1.m3u8
高清节目12,http://112.50.243.8/PLTV/88888888/224/3221226712/1.m3u8
高清节目13,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
高清节目14,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
高清节目15,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225758/index.m3u8
高清节目16,http://39.134.52.153/PLTV/88888888/224/3221226160/1.m3u8
高清节目17,http://39.134.52.153/PLTV/88888888/224/3221226431/1.m3u8
高清节目18,http://112.17.40.140/PLTV/88888888/224/3221226176/index.m3u8
高清节目19,http://112.17.40.140/PLTV/88888888/224/3221226181/index.m3u8,
高清节目20,http://112.17.40.140/PLTV/88888888/224/3221226481/index.m3u8
高清节目21,http://117.148.187.13/PLTV/88888888/224/3221226181/index.m3u8
高清节目22,http://117.148.187.13/PLTV/88888888/224/3221226245/index.m3u8
高清节目23,http://117.148.187.13/PLTV/88888888/224/3221226178/index.m3u8
高清节目23,http://117.148.187.13/PLTV/88888888/224/3221226176/index.m3u8
高清节目24,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228387/42613922.smil/index.m3u8?fmt=ts2hls
高清节目25,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221228575/01.m3u8?fmt=ts2hls
高清节目26,http://112.17.40.140/PLTV/88888888/224/3221226479/index.m3u8
高清节目27,http://112.17.40.140/PLTV/88888888/224/3221226756/index.m3u8
高清节目28,http://112.17.40.140/PLTV/88888888/224/3221226179/index.m3u8
高清节目29,http://112.17.40.140/PLTV/88888888/224/3221226120/index.m3u8
高清节目30,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226631/1.m3u8
高清节目31,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226736/1.m3u8
高清节目32,http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226754/1.m3u8
蓝光影视8台,http://112.17.40.145/PLTV/88888888/224/3221226608/index.m3u8
蓝光影视9台,http://112.17.40.145/PLTV/88888888/224/3221226606/index.m3u8
蓝光影视10台,http://112.17.40.145/PLTV/88888888/224/3221226360/index.m3u8
Best 电影,http://39.135.19.139:18890/PLTV/88888888/224/3221225775/1/index.m3u8?fmt=ts2hls#http://39.135.17.183:6610/PLTV/88888888/224/3221225787/1/1000.m3u8
Best 4K,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229311/01.m3u8?fmt=ts2hls#http://39.134.176.144/PLTV/88888888/224/3221226718/index.m3u8#http://117.148.187.13/PLTV/88888888/224/3221226718/index.m3u8#http://39.134.52.153/PLTV/88888888/224/3221226158/1.m3u8#http://117.148.187.37/PLTV/88888888/224/3221226718/index.m3u8#http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8#http://117.148.187.83/PLTV/88888888/224/3221226718/index.m3u8
BestV HD2,http://112.17.40.145/PLTV/88888888/224/3221226718/index.m3u8
BestV HD3,http://39.135.19.139:18890/PLTV/88888888/224/3221225786/1/index.m3u8?fmt=ts2hls
BestV HD4,http://39.135.19.139:18890/PLTV/88888888/224/3221225787/1/index.m3u8?fmt=ts2hls
BestV HD5,http://39.135.19.139:18890/PLTV/88888888/224/3221225999/1/index.m3u8?fmt=ts2hls
真4K咪咕视频,http://39.134.52.180/PLTV/88888888/224/3221226162/index.m3u8#http://39.134.59.91/PLTV/88888888/224/3221226158/index.m3u8#http://39.135.33.167/PLTV/88888888/224/3221226712/index.m3u8#http://39.135.33.167/PLTV/88888888/224/3221226716/index.m3u8
咪咕音乐,http://39.135.33.167/PLTV/88888888/224/3221226714/index.m3u8
超级体育,http://39.134.52.180/PLTV/88888888/224/3221225883/index.m3u8
体育,http://39.134.52.180/PLTV/88888888/224/3221226170/index.m3u8
精彩综艺,http://111.20.41.248/PLTV/88888888/224/3221225807/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001273/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩体育,http://111.20.41.248/PLTV/88888888/224/3221225809/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001274/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电影,http://111.20.41.248/PLTV/88888888/224/3221225811/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
精彩电视剧,http://111.20.41.248/PLTV/88888888/224/3221225813/index.m3u8#http://111.20.105.60:6060/yinhe/2/ch00000090990000001276/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
松视1台 ,https://717616144.r.worldssl.net/717616144/tv/ttv11/chunklist_w1523462549.m3u8
happy,https://717616144.r.worldssl.net/717616144/tv/ttv12/chunklist_w1523462550.m3u8
电    信,#genre#
CCTV-1,http://58.217.232.254/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000021973/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=4#http://101.71.255.229:6610/zjhs/2/10079/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000021973&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240127_1/playlist.m3u8?CONTENTID=00000110240127_1#http://hw-m-l.cztv.com/channels/lantian/channel14/1080p.m3u8#http://60.255.149.209/tslive/c211_scc_20190617_t0x01q5a_original_r10/c211_scc_20190617_t0x01q5a_original_r10.m3u8&#http://gslbserv.itv.cmvideo.cn:80/000000001000/reallive-hdcctv1/1.m3u8?channel-id=ystenlive&Contentid=reallive-hdcctv1&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=reallive-hdcctv1&owchid=ystenlive&owsid=7951969344461655967#http://gslbserv.itv.cmvideo.cn/HDcctv1.m3u8?authCode=097109633937270331&stbId=10000&Contentid=8813322615956633846&mos=jbjhhzstsl&livemode=1&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt#http://101.75.248.85/cache.ott.bestlive.itv.cmvideo.cn/000000001000/5000000004000002226/index.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=004003FF0020925379008422F151665C&userToken=22da83031e59d012e61af366ad30871e02vv&usergroup=g02020000000&version=1.0&owaccmark=5000000010000030810&owchid=bestzb&owsid=4493204831455166715&AuthInfo=cjcdlBWDTYYoYtO46RRUwsYRcjcWQVqy4ItUwCSE6Ep6GNpZ%2bE47AWi696WsOzmj03B6YdXlnCO%2fv10UuMElRmR3DSSroDBBiXOoLcO5%2b55ijGc06cd3bkZ3LN9pGE%2bm#rtsp://113.136.42.42:554/PLTV/88888888/224/3221226087/10000100000000060000000001759104_0.smil#http://live.hcs.cmvideo.cn:8088/wd_r2/cctv/cctv1hd/2500/01.m3u8?msisdn=0406969575553&mdspid=&spid=699004&netType=1&sid=2201057821&pid=2028597139&timestamp=20170316110002&SecurityKey=20170316110002&Channel_ID=1004_10010001005&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&mtv_session=314e917b2a26b5d6594fa5d12ca15d14&HlsSubType=1&HlsProfileId=1&encrypt=db96a838d45b62b42c684c293b59a088#http://live.hcs.cmvideo.cn:8088/wd_r2/cctv/cctv1hd/2500/index.m3u8?ProgramID=&encrypt=#http://live.hcs.cmvideo.cn:8088/migu/kailu/cctv1hd265/57/20191230/index.m3u8?&encrypt=
CCTV-2,http://58.217.232.254/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000012442/1.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=4#http://101.71.255.229:6610/zjhs/2/10089/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240244_1/playlist.m3u8?CONTENTID=00000110240244_1#http://101.71.255.229:6610/zjhs/2/10082/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://gslbserv.itv.cmvideo.cn:80/000000001000/5353323539453949720/1.m3u8?channel-id=ystenlive&Contentid=5353323539453949720&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=5353323539453949720&owchid=ystenlive&owsid=7951969344460973865#http://gslbserv.itv.cmvideo.cn/cctv2.m3u8?authCode=097109633937270331&stbId=10000&Contentid=8878432746825677699&livemode=1&mos=jbjhhzstsl&livemode=1&mos=jbjhhzstsl&livemode=1&channel-id=wasusyt
CCTV-3,http://58.217.232.254/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000001000011218/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=4#http://101.71.255.229:6610/zjhs/2/10069/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1#http://gslbserv.itv.cmvideo.cn:80/000000001000/8378175926191110263/1.m3u8?channel-id=ystenlive&Contentid=8378175926191110263&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8378175926191110263&owchid=ystenlive&owsid=7951969344460961673#http://gslbserv.itv.cmvideo.cn:80/1.m3u8?channel-id=ystenlive&Contentid=1000000001000011218&livemode=1&stbId=00000250001B50800001B401420BC069&userToken=&usergroup=
CCTV-4,http://58.217.232.254/cache.ott.ystenlive.itv.cmvideo.cn:80/000000001000/1000000002000031664/1.m3u8?channel-id=ystenlive&Contentid=1000000002000031664&livemode=1&stbId=4#http://101.71.255.229:6610/zjhs/2/10090/index.m3u8?virtualDomain=zjhs.live_hls.zte.com#http://59.56.75.93/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1#http://gslbserv.itv.cmvideo.cn:80/000000001000/8183388942203045169/1.m3u8?channel-id=ystenlive&Contentid=8183388942203045169&livemode=1&stbId=003901FF0001181003FC08A5C8C6C037&userToken=85a5a98cdcab4d800a8ec29a9d917e8d10vv&usergroup=g10045200000&version=1.0&owaccmark=8183388942203045169&owchid=ystenlive&owsid=7951969344460948099
CCTV-4中文国际-欧洲,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?ProgramID=&encrypt=
CCTV-4中文国际-美洲,http://live.hcs.cmvideo.cn:8088/migu/kailu/20200324/cctv4meihd/51/index.m3u8?ProgramID=&encrypt=
